CustomerID,Channel,Time_Of_Day,Day_Of_Week,Campaign_Id,Product_LOB,Conversion_Flag,Source,Time_Stamp,Comm_Id
ID00002958,Email,Morning,7,5,Electronic,no,Previous Campaign,2014-03-12,3
ID00002959,SMS,Evening,5,1,Computer,no,SMS,2014-03-02,1
ID00002959,SMS,Evening,5,5,Electronic,no,SMS,2014-03-10,2
ID00002959,SMS,Evening,6,5,Electronic,no,SMS,2014-10-10,3
ID00002959,SMS,Afternoon,7,5,Electronic,no,SMS,2014-10-25,4
ID00002959,Email,Evening,7,5,Electronic,no,SMS,2014-11-11,5
ID00002959,Email,Evening,7,5,Electronic,no,SMS,2014-11-29,6
ID00002960,SMS,Morning,2,1,Computer,no,Inbound call,2014-10-02,1
ID00002960,Call,Evening,1,6,Computer,no,Inbound call,2014-12-15,2
ID00002960,SMS,Evening,1,6,Computer,no,Inbound call,2014-12-20,3
ID00002960,Email,Morning,3,6,Computer,no,Inbound call,2014-12-20,4
ID00002960,Call,Morning,1,6,Computer,no,Inbound call,2014-12-22,5
ID00002961,Call,Afternoon,4,1,Computer,no,Previous Campaign,2014-01-15,1
ID00002961,SMS,Morning,1,6,Computer,no,Previous Campaign,2014-09-12,2
ID00002961,SMS,Evening,1,6,Computer,no,Previous Campaign,2014-11-12,3
ID00002961,Email,Evening,2,6,Computer,no,Previous Campaign,2014-11-12,4
ID00002961,SMS,Morning,1,6,Computer,no,Previous Campaign,2014-12-12,5
ID00002962,SMS,Evening,5,1,Computer,no,SMS,2014-01-14,1
ID00002962,Email,Morning,7,5,Electronic,no,SMS,2014-03-10,2
ID00002962,SMS,Evening,6,5,Electronic,no,SMS,2014-11-20,3
ID00002962,SMS,Evening,5,5,Electronic,no,SMS,2014-11-21,4
ID00002962,SMS,Evening,6,5,Electronic,no,SMS,2014-11-25,5
ID00002963,SMS,Morning,6,1,Computer,no,Previous Campaign,2014-09-01,1
ID00002963,Call,Afternoon,4,4,Tv,no,Previous Campaign,2014-07-24,2
ID00002963,Call,Morning,5,4,Tv,no,Previous Campaign,2014-02-09,3
ID00002963,Call,Afternoon,3,4,Tv,no,Previous Campaign,2014-09-09,4
ID00002964,Email,Afternoon,6,1,Computer,no,Previous Campaign,2014-03-02,1
ID00002964,SMS,Morning,2,5,Electronic,no,Previous Campaign,2014-09-30,2
ID00002964,SMS,Morning,2,5,Electronic,no,Previous Campaign,2014-09-30,3
ID00002964,SMS,Evening,6,5,Electronic,no,Previous Campaign,2014-02-10,4
ID00002964,Call,Afternoon,1,5,Electronic,no,Previous Campaign,2014-11-23,5
ID00002965,Email,Afternoon,2,1,Computer,no,Inbound call,2014-02-16,1
ID00002965,Call,Evening,1,4,Tv,no,Inbound call,2014-09-07,2
ID00002965,SMS,Morning,1,4,Tv,no,Inbound call,2014-07-16,3
ID00002965,SMS,Evening,1,4,Tv,no,Inbound call,2014-07-19,4
ID00002965,SMS,Afternoon,4,4,Tv,no,Inbound call,2014-07-29,5
ID00002966,SMS,Morning,6,1,Computer,no,Previous Campaign,2014-06-02,1
ID00002966,SMS,Evening,5,6,Computer,no,Previous Campaign,2014-07-12,2
ID00002966,SMS,Evening,5,6,Computer,no,Previous Campaign,2014-07-12,3
ID00002966,SMS,Evening,5,6,Computer,no,Previous Campaign,2014-12-13,4
ID00002966,Call,Afternoon,6,6,Computer,no,Previous Campaign,2014-12-22,5
ID00002966,SMS,Afternoon,4,6,Computer,no,Previous Campaign,2014-12-31,6
ID00002967,SMS,Morning,7,1,Computer,no,Inbound call,2014-05-01,1
ID00002967,Call,Afternoon,5,2,Computer,no,Inbound call,2014-03-29,2
ID00002967,Email,Morning,6,2,Computer,no,Inbound call,2014-04-25,3
ID00002967,SMS,Morning,5,2,Computer,no,Inbound call,2014-04-28,4
ID00002968,SMS,Afternoon,1,1,Computer,no,Previous Campaign,2014-09-03,1
ID00002968,Email,Evening,1,4,Tv,no,Previous Campaign,2014-06-07,2
ID00002968,SMS,Evening,1,4,Tv,no,Previous Campaign,2014-07-31,3
ID00002968,Call,Evening,1,4,Tv,no,Previous Campaign,2014-08-18,4
ID00002969,Call,Afternoon,7,1,Computer,no,SMS,2014-01-19,1
ID00002969,SMS,Evening,7,4,Tv,no,SMS,2014-07-13,2
ID00002969,Email,Evening,7,4,Tv,no,SMS,2014-09-18,3
ID00002969,SMS,Evening,5,4,Tv,no,SMS,2014-09-23,4
ID00002969,Email,Afternoon,5,4,Tv,no,SMS,2014-09-25,5
ID00002970,Email,Afternoon,1,1,Computer,no,SMS,2014-02-03,1
ID00002970,Email,Afternoon,5,2,Computer,no,SMS,2014-04-13,2
ID00002970,Email,Morning,7,2,Computer,no,SMS,2014-04-23,3
ID00002970,Call,Evening,3,2,Computer,no,SMS,2014-04-29,4
ID00002971,Email,Afternoon,1,1,Computer,no,Inbound call,2014-04-02,1
ID00002971,SMS,Evening,2,3,Tv,no,Inbound call,2014-01-06,2
ID00002971,Call,Afternoon,1,3,Tv,no,Inbound call,2014-06-06,3
ID00002971,SMS,Evening,3,3,Tv,no,Inbound call,2014-06-21,4
ID00002971,SMS,Evening,1,3,Tv,no,Inbound call,2014-06-22,5
ID00002972,SMS,Evening,3,1,Computer,no,Inbound call,2014-03-16,1
ID00002972,SMS,Evening,2,4,Tv,no,Inbound call,2014-07-17,2
ID00002972,SMS,Afternoon,1,4,Tv,no,Inbound call,2014-05-08,3
ID00002972,Email,Evening,4,4,Tv,no,Inbound call,2014-08-13,4
ID00002972,Call,Morning,4,4,Tv,no,Inbound call,2014-08-28,5
ID00002973,SMS,Morning,4,1,Computer,no,Inbound call,2014-01-19,1
ID00002973,Call,Evening,6,4,Tv,no,Inbound call,2014-07-28,2
ID00002973,Call,Morning,2,4,Tv,no,Inbound call,2014-01-08,3
ID00002973,SMS,Morning,5,4,Tv,no,Inbound call,2014-08-14,4
ID00002973,Call,Afternoon,1,4,Tv,no,Inbound call,2014-10-09,5
ID00002974,Email,Evening,4,1,Computer,no,Previous Campaign,2014-01-19,1
ID00002974,SMS,Afternoon,2,5,Electronic,no,Previous Campaign,2014-05-11,2
ID00002974,SMS,Morning,1,5,Electronic,no,Previous Campaign,2014-05-11,3
ID00002974,Email,Afternoon,1,5,Electronic,no,Previous Campaign,2014-11-19,4
ID00002974,Email,Evening,1,5,Electronic,no,Previous Campaign,2014-11-19,5
ID00002975,Email,Evening,3,1,Computer,no,Previous Campaign,2014-12-03,1
ID00002975,Call,Afternoon,1,3,Tv,no,Previous Campaign,2014-05-25,2
ID00002975,SMS,Evening,1,3,Tv,no,Previous Campaign,2014-03-06,3
ID00002975,SMS,Evening,1,3,Tv,no,Previous Campaign,2014-12-06,4
ID00002975,Email,Afternoon,4,3,Tv,no,Previous Campaign,2014-06-15,5
ID00002975,Call,Evening,1,3,Tv,no,Previous Campaign,2014-06-20,6
ID00002976,SMS,Morning,3,1,Computer,no,SMS,2014-01-17,1
ID00002976,SMS,Evening,2,4,Tv,no,SMS,2014-07-20,2
ID00002976,SMS,Morning,4,4,Tv,no,SMS,2014-08-20,3
ID00002976,Call,Afternoon,3,4,Tv,no,SMS,2014-03-09,4
ID00002977,SMS,Afternoon,7,1,Computer,no,Inbound call,2014-05-03,1
ID00002977,SMS,Afternoon,2,6,Computer,no,Inbound call,2014-07-12,2
ID00002977,Call,Evening,2,6,Computer,no,Inbound call,2014-11-12,3
ID00002977,SMS,Morning,4,6,Computer,no,Inbound call,2014-12-19,4
ID00002977,Email,Morning,2,6,Computer,no,Inbound call,2014-12-28,5
ID00002978,Email,Morning,7,1,Computer,no,Inbound call,2014-01-14,1
ID00002978,Email,Evening,6,6,Computer,no,Inbound call,2014-12-24,2
ID00002978,SMS,Afternoon,5,6,Computer,no,Inbound call,2014-12-28,3
ID00002978,SMS,Morning,6,6,Computer,no,Inbound call,2014-12-28,4
ID00002979,Email,Morning,2,1,Computer,no,SMS,2014-02-16,1
ID00002979,SMS,Afternoon,1,6,Computer,no,SMS,2014-07-12,2
ID00002979,Call,Morning,5,6,Computer,no,SMS,2014-08-12,3
ID00002979,SMS,Evening,1,6,Computer,no,SMS,2014-12-26,4
ID00002979,SMS,Evening,3,6,Computer,no,SMS,2014-12-31,5
ID00002980,Email,Afternoon,6,1,Computer,no,Previous Campaign,2014-02-24,1
ID00002980,SMS,Morning,7,5,Electronic,no,Previous Campaign,2014-10-23,2
ID00002980,Call,Afternoon,6,5,Electronic,no,Previous Campaign,2014-11-25,3
ID00002981,Email,Morning,1,1,Computer,no,Inbound call,2014-01-25,1
ID00002981,SMS,Afternoon,1,6,Computer,no,Inbound call,2014-12-13,2
ID00002981,SMS,Evening,2,6,Computer,no,Inbound call,2014-12-17,3
ID00002981,Email,Afternoon,1,6,Computer,no,Inbound call,2014-12-18,4
ID00002981,SMS,Afternoon,3,6,Computer,no,Inbound call,2014-12-21,5
ID00002981,SMS,Morning,3,6,Computer,no,Inbound call,2014-12-26,6
ID00002982,SMS,Evening,7,1,Computer,no,Previous Campaign,2014-01-31,1
ID00002982,SMS,Morning,3,2,Computer,no,Previous Campaign,2014-01-04,2
ID00002982,SMS,Afternoon,7,2,Computer,no,Previous Campaign,2014-09-04,3
ID00002982,SMS,Afternoon,6,2,Computer,no,Previous Campaign,2014-04-14,4
ID00002982,SMS,Afternoon,7,2,Computer,no,Previous Campaign,2014-05-21,5
ID00002982,SMS,Afternoon,7,2,Computer,no,Previous Campaign,2014-05-23,6
ID00002983,Email,Morning,2,1,Computer,no,Inbound call,2014-07-01,1
ID00002983,Email,Evening,1,2,Computer,no,Inbound call,2014-03-21,2
ID00002983,SMS,Afternoon,6,2,Computer,no,Inbound call,2014-03-21,3
ID00002983,Email,Afternoon,6,2,Computer,no,Inbound call,2014-04-21,4
ID00002983,Call,Morning,3,2,Computer,no,Inbound call,2014-04-21,5
ID00002983,SMS,Afternoon,2,2,Computer,no,Inbound call,2014-04-25,6
ID00002984,Call,Morning,6,1,Computer,no,Inbound call,2014-01-25,1
ID00002984,Call,Evening,5,2,Computer,no,Inbound call,2014-03-28,2
ID00002984,Call,Afternoon,6,2,Computer,no,Inbound call,2014-04-17,3
ID00002984,Call,Evening,7,2,Computer,no,Inbound call,2014-03-05,4
ID00002984,Call,Afternoon,3,2,Computer,no,Inbound call,2014-05-15,5
ID00002985,SMS,Evening,1,1,Computer,no,SMS,2014-03-13,1
ID00002985,Email,Evening,4,4,Tv,no,SMS,2014-07-08,2
ID00002985,SMS,Morning,7,4,Tv,no,SMS,2014-08-15,3
ID00002985,SMS,Evening,7,4,Tv,no,SMS,2014-08-21,4
ID00002985,SMS,Evening,6,4,Tv,no,SMS,2014-09-17,5
ID00002986,Call,Evening,1,1,Computer,no,Inbound call,2014-12-03,1
ID00002986,Call,Morning,2,2,Computer,no,Inbound call,2014-03-21,2
ID00002986,Call,Morning,6,2,Computer,no,Inbound call,2014-04-13,3
ID00002986,Call,Morning,7,2,Computer,no,Inbound call,2014-04-15,4
ID00002986,Call,Morning,7,2,Computer,no,Inbound call,2014-02-05,5
ID00002986,Call,Afternoon,6,2,Computer,no,Inbound call,2014-02-05,6
ID00002987,SMS,Morning,3,1,Computer,no,SMS,2014-11-03,1
ID00002987,Call,Evening,1,6,Computer,no,SMS,2014-10-12,2
ID00002987,SMS,Evening,1,6,Computer,no,SMS,2014-12-13,3
ID00002987,Call,Morning,3,6,Computer,no,SMS,2014-12-25,4
ID00002987,SMS,Afternoon,1,6,Computer,no,SMS,2014-12-31,5
ID00002988,Call,Morning,1,1,Computer,no,Inbound call,2014-02-24,1
ID00002988,Call,Evening,7,3,Tv,no,Inbound call,2014-06-17,2
ID00002988,Call,Evening,6,3,Tv,no,Inbound call,2014-06-25,3
ID00002988,Call,Morning,5,3,Tv,no,Inbound call,2014-06-26,4
ID00002989,Email,Morning,7,1,Computer,no,Previous Campaign,2014-02-27,1
ID00002989,Email,Morning,4,5,Electronic,no,Previous Campaign,2014-10-13,2
ID00002989,SMS,Afternoon,7,5,Electronic,no,Previous Campaign,2014-10-11,3
ID00002989,SMS,Afternoon,1,5,Electronic,no,Previous Campaign,2014-02-12,4
ID00002990,Call,Morning,1,1,Computer,no,SMS,2014-09-01,1
ID00002990,SMS,Morning,1,5,Electronic,no,SMS,2014-04-10,2
ID00002990,Call,Afternoon,1,5,Electronic,no,SMS,2014-06-11,3
ID00002990,SMS,Evening,3,5,Electronic,no,SMS,2014-11-24,4
ID00002991,Email,Evening,5,1,Computer,no,Inbound call,2014-07-02,1
ID00002991,Call,Morning,5,5,Electronic,no,Inbound call,2014-09-28,2
ID00002991,SMS,Afternoon,5,5,Electronic,no,Inbound call,2014-09-30,3
ID00002991,Call,Evening,7,5,Electronic,no,Inbound call,2014-08-11,4
ID00002992,Call,Morning,4,1,Computer,no,SMS,2014-02-02,1
ID00002992,SMS,Evening,4,3,Tv,no,SMS,2014-05-26,2
ID00002992,Call,Evening,7,3,Tv,no,SMS,2014-06-18,3
ID00002992,Call,Morning,7,3,Tv,no,SMS,2014-06-19,4
ID00002992,Call,Morning,7,3,Tv,no,SMS,2014-06-22,5
ID00002993,Call,Afternoon,6,1,Computer,no,SMS,2014-05-01,1
ID00002993,Call,Afternoon,1,6,Computer,no,SMS,2014-11-12,2
ID00002993,SMS,Evening,7,6,Computer,no,SMS,2014-12-19,3
ID00002993,SMS,Evening,6,6,Computer,no,SMS,2014-12-29,4
ID00002994,SMS,Morning,1,1,Computer,no,Previous Campaign,2014-01-13,1
ID00002994,SMS,Evening,6,3,Tv,no,Previous Campaign,2014-05-28,2
ID00002994,Call,Evening,6,3,Tv,no,Previous Campaign,2014-05-30,3
ID00002994,Email,Evening,5,3,Tv,no,Previous Campaign,2014-06-14,4
ID00002994,Call,Morning,7,3,Tv,no,Previous Campaign,2014-06-18,5
ID00002994,SMS,Evening,4,3,Tv,no,Previous Campaign,2014-06-23,6
ID00002995,Email,Afternoon,1,1,Computer,no,Inbound call,2014-01-25,1
ID00002995,SMS,Evening,1,2,Computer,no,Inbound call,2014-03-22,2
ID00002995,SMS,Afternoon,1,2,Computer,no,Inbound call,2014-04-15,3
ID00002995,Call,Evening,4,2,Computer,no,Inbound call,2014-04-30,4
ID00002995,Call,Morning,5,2,Computer,no,Inbound call,2014-01-05,5
ID00002996,SMS,Evening,7,1,Computer,no,Inbound call,2014-05-03,1
ID00002996,Email,Evening,6,4,Tv,no,Inbound call,2014-02-07,2
ID00002996,Email,Morning,5,4,Tv,no,Inbound call,2014-07-29,3
ID00002996,SMS,Evening,4,4,Tv,no,Inbound call,2014-08-22,4
ID00002997,SMS,Evening,7,1,Computer,no,Previous Campaign,2014-10-01,1
ID00002997,SMS,Afternoon,7,3,Tv,no,Previous Campaign,2014-05-27,2
ID00002997,Call,Evening,3,3,Tv,no,Previous Campaign,2014-04-06,3
ID00002997,SMS,Afternoon,1,3,Tv,no,Previous Campaign,2014-06-17,4
ID00002997,Call,Afternoon,2,3,Tv,no,Previous Campaign,2014-06-30,5
ID00002998,Email,Afternoon,4,1,Computer,no,Previous Campaign,2014-02-24,1
ID00002998,SMS,Afternoon,5,3,Tv,no,Previous Campaign,2014-11-06,2
ID00002998,SMS,Afternoon,7,3,Tv,no,Previous Campaign,2014-06-16,3
ID00002998,SMS,Morning,5,3,Tv,no,Previous Campaign,2014-06-17,4
ID00002998,Call,Evening,5,3,Tv,no,Previous Campaign,2014-06-28,5
ID00002999,Call,Evening,2,1,Computer,no,Inbound call,2014-06-01,1
ID00002999,Call,Evening,7,6,Computer,no,Inbound call,2014-12-20,2
ID00002999,SMS,Morning,7,6,Computer,no,Inbound call,2014-12-30,3
ID00002999,Call,Morning,5,6,Computer,no,Inbound call,2014-12-30,4
ID00003000,Email,Evening,5,1,Computer,no,SMS,2014-01-31,1
ID00003000,SMS,Morning,7,4,Tv,no,SMS,2014-09-20,2
ID00003000,Call,Afternoon,5,4,Tv,no,SMS,2014-09-20,3
ID00003001,SMS,Morning,5,1,Computer,no,SMS,2014-08-03,1
ID00003001,SMS,Afternoon,1,6,Computer,no,SMS,2014-12-12,2
ID00003001,SMS,Afternoon,1,6,Computer,no,SMS,2014-12-15,3
ID00003001,SMS,Evening,4,6,Computer,no,SMS,2014-12-17,4
ID00003001,Call,Morning,2,6,Computer,no,SMS,2014-12-23,5
ID00003001,SMS,Morning,4,6,Computer,no,SMS,2014-12-30,6
ID00003002,Call,Morning,3,1,Computer,no,Previous Campaign,2014-09-01,1
ID00003002,SMS,Afternoon,3,4,Tv,no,Previous Campaign,2014-07-07,2
ID00003002,Call,Afternoon,2,4,Tv,no,Previous Campaign,2014-07-27,3
ID00003002,Email,Afternoon,3,4,Tv,no,Previous Campaign,2014-08-14,4
ID00003002,Email,Morning,3,4,Tv,no,Previous Campaign,2014-08-22,5
ID00003002,SMS,Afternoon,3,4,Tv,no,Previous Campaign,2014-06-09,6
ID00003003,Email,Evening,7,1,Computer,no,Inbound call,2014-10-02,1
ID00003003,Email,Afternoon,7,6,Computer,no,Inbound call,2014-07-12,2
ID00003003,SMS,Evening,5,6,Computer,no,Inbound call,2014-12-12,3
ID00003003,SMS,Afternoon,5,6,Computer,no,Inbound call,2014-12-13,4
ID00003003,SMS,Afternoon,7,6,Computer,no,Inbound call,2014-12-14,5
ID00003003,SMS,Afternoon,5,6,Computer,no,Inbound call,2014-12-23,6
ID00003004,Call,Morning,3,1,Computer,no,Previous Campaign,2014-02-01,1
ID00003004,Call,Morning,1,6,Computer,no,Previous Campaign,2014-10-12,2
ID00003004,Call,Afternoon,1,6,Computer,no,Previous Campaign,2014-12-12,3
ID00003004,Call,Afternoon,3,6,Computer,no,Previous Campaign,2014-12-15,4
ID00003004,Email,Evening,1,6,Computer,no,Previous Campaign,2014-12-20,5
ID00003005,Call,Afternoon,4,1,Computer,no,Inbound call,2014-01-27,1
ID00003005,Email,Evening,2,4,Tv,no,Inbound call,2014-07-07,2
ID00003005,Email,Evening,7,4,Tv,no,Inbound call,2014-03-08,3
ID00003005,Email,Evening,7,4,Tv,no,Inbound call,2014-08-28,4
ID00003006,SMS,Afternoon,6,1,Computer,no,SMS,2014-03-20,1
ID00003006,Email,Morning,3,2,Computer,no,SMS,2014-06-04,2
ID00003006,SMS,Evening,2,2,Computer,no,SMS,2014-04-19,3
ID00003006,Email,Afternoon,7,2,Computer,no,SMS,2014-04-30,4
ID00003006,SMS,Morning,7,2,Computer,no,SMS,2014-12-05,5
ID00003006,SMS,Afternoon,7,2,Computer,no,SMS,2014-05-24,6
ID00003007,Call,Morning,4,1,Computer,no,Inbound call,2014-01-01,1
ID00003007,SMS,Morning,2,5,Electronic,no,Inbound call,2014-10-29,2
ID00003007,SMS,Morning,4,5,Electronic,no,Inbound call,2014-07-11,3
ID00003007,Call,Afternoon,7,5,Electronic,no,Inbound call,2014-11-18,4
ID00003008,SMS,Afternoon,1,1,Computer,no,SMS,2014-02-26,1
ID00003008,Call,Evening,2,4,Tv,no,SMS,2014-01-07,2
ID00003008,Email,Afternoon,5,4,Tv,no,SMS,2014-01-07,3
ID00003008,SMS,Evening,1,4,Tv,no,SMS,2014-07-25,4
ID00003008,Call,Evening,2,4,Tv,no,SMS,2014-11-09,5
ID00003009,Call,Afternoon,1,1,Computer,no,SMS,2014-08-01,1
ID00003009,Call,Evening,1,2,Computer,no,SMS,2014-10-04,2
ID00003009,Call,Morning,1,2,Computer,no,SMS,2014-04-23,3
ID00003009,Call,Morning,2,2,Computer,no,SMS,2014-05-19,4
ID00003009,SMS,Afternoon,1,2,Computer,no,SMS,2014-05-24,5
ID00003010,SMS,Morning,5,1,Computer,no,Inbound call,2014-08-03,1
ID00003010,Email,Morning,6,5,Electronic,no,Inbound call,2014-01-11,2
ID00003010,SMS,Morning,3,5,Electronic,no,Inbound call,2014-10-11,3
ID00003010,SMS,Afternoon,5,5,Electronic,no,Inbound call,2014-12-11,4
ID00003010,Call,Afternoon,7,5,Electronic,no,Inbound call,2014-11-18,5
ID00003010,Email,Morning,7,5,Electronic,no,Inbound call,2014-11-28,6
ID00003011,SMS,Evening,7,1,Computer,no,Previous Campaign,2014-01-19,1
ID00003011,SMS,Evening,5,3,Tv,no,Previous Campaign,2014-05-31,2
ID00003011,Call,Evening,5,3,Tv,no,Previous Campaign,2014-01-06,3
ID00003011,Email,Evening,6,3,Tv,no,Previous Campaign,2014-08-06,4
ID00003012,Call,Evening,1,1,Computer,no,Previous Campaign,2014-02-24,1
ID00003012,Email,Evening,3,2,Computer,no,Previous Campaign,2014-03-31,2
ID00003012,Call,Afternoon,1,2,Computer,no,Previous Campaign,2014-03-31,3
ID00003012,SMS,Evening,1,2,Computer,no,Previous Campaign,2014-04-24,4
ID00003012,Call,Afternoon,1,2,Computer,no,Previous Campaign,2014-05-23,5
ID00003013,SMS,Afternoon,1,1,Computer,no,SMS,2014-01-26,1
ID00003013,SMS,Evening,2,5,Electronic,no,SMS,2014-09-30,2
ID00003013,SMS,Evening,3,5,Electronic,no,SMS,2014-04-10,3
ID00003013,Email,Afternoon,2,5,Electronic,no,SMS,2014-12-10,4
ID00003013,SMS,Evening,1,5,Electronic,no,SMS,2014-10-18,5
ID00003013,SMS,Evening,1,5,Electronic,no,SMS,2014-11-13,6
ID00003014,SMS,Afternoon,5,1,Computer,no,Inbound call,2014-02-20,1
ID00003014,SMS,Morning,3,5,Electronic,no,Inbound call,2014-04-10,2
ID00003014,Call,Afternoon,5,5,Electronic,no,Inbound call,2014-10-16,3
ID00003014,Call,Morning,5,5,Electronic,no,Inbound call,2014-10-16,4
ID00003014,Call,Evening,6,5,Electronic,no,Inbound call,2014-11-25,5
ID00003014,SMS,Afternoon,6,5,Electronic,no,Inbound call,2014-11-28,6
ID00003015,SMS,Evening,1,1,Computer,no,Inbound call,2014-02-27,1
ID00003015,SMS,Morning,4,2,Computer,no,Inbound call,2014-03-22,2
ID00003015,Call,Morning,4,2,Computer,no,Inbound call,2014-03-27,3
ID00003015,Call,Evening,1,2,Computer,no,Inbound call,2014-05-04,4
ID00003015,Email,Morning,1,2,Computer,no,Inbound call,2014-05-16,5
ID00003015,Call,Afternoon,2,2,Computer,no,Inbound call,2014-05-18,6
ID00003016,Call,Afternoon,2,1,Computer,no,SMS,2014-01-25,1
ID00003016,Call,Evening,1,3,Tv,no,SMS,2014-03-06,2
ID00003016,Call,Morning,1,3,Tv,no,SMS,2014-08-06,3
ID00003016,Email,Evening,4,3,Tv,no,SMS,2014-10-06,4
ID00003016,Email,Afternoon,3,3,Tv,no,SMS,2014-06-27,5
ID00003017,SMS,Morning,3,1,Computer,no,Previous Campaign,2014-02-28,1
ID00003017,SMS,Evening,2,3,Tv,no,Previous Campaign,2014-05-30,2
ID00003017,Email,Afternoon,1,3,Tv,no,Previous Campaign,2014-06-17,3
ID00003017,Email,Afternoon,3,3,Tv,no,Previous Campaign,2014-06-22,4
ID00003018,SMS,Evening,7,1,Computer,no,Inbound call,2014-01-15,1
ID00003018,Call,Evening,6,4,Tv,no,Inbound call,2014-07-13,2
ID00003018,SMS,Evening,7,4,Tv,no,Inbound call,2014-07-30,3
ID00003018,SMS,Morning,7,4,Tv,no,Inbound call,2014-04-08,4
ID00003018,Call,Morning,6,4,Tv,no,Inbound call,2014-09-19,5
ID00003019,Call,Evening,5,1,Computer,no,Previous Campaign,2014-01-13,1
ID00003019,Call,Afternoon,7,6,Computer,no,Previous Campaign,2014-12-21,2
ID00003019,Call,Afternoon,5,6,Computer,no,Previous Campaign,2014-12-21,3
ID00003019,Call,Morning,4,6,Computer,no,Previous Campaign,2014-12-26,4
ID00003019,Call,Evening,7,6,Computer,no,Previous Campaign,2014-12-30,5
ID00003019,Call,Afternoon,7,6,Computer,no,Previous Campaign,2014-12-31,6
ID00003020,SMS,Afternoon,6,1,Computer,no,SMS,2014-01-26,1
ID00003020,SMS,Morning,5,3,Tv,no,SMS,2014-06-16,2
ID00003020,SMS,Morning,7,3,Tv,no,SMS,2014-06-16,3
ID00003020,SMS,Evening,5,3,Tv,no,SMS,2014-06-23,4
ID00003020,SMS,Evening,3,3,Tv,no,SMS,2014-06-24,5
ID00003020,SMS,Evening,5,3,Tv,no,SMS,2014-06-26,6
ID00003021,Call,Morning,1,1,Computer,no,Previous Campaign,2014-02-02,1
ID00003021,Call,Afternoon,3,3,Tv,no,Previous Campaign,2014-06-14,2
ID00003021,Call,Evening,3,3,Tv,no,Previous Campaign,2014-06-18,3
ID00003021,SMS,Morning,1,3,Tv,no,Previous Campaign,2014-06-25,4
ID00003021,Email,Evening,1,3,Tv,no,Previous Campaign,2014-06-29,5
ID00003021,Call,Afternoon,4,3,Tv,no,Previous Campaign,2014-06-30,6
ID00003022,SMS,Evening,4,1,Computer,no,Inbound call,2014-02-21,1
ID00003022,SMS,Afternoon,6,4,Tv,no,Inbound call,2014-11-07,2
ID00003022,Email,Evening,5,4,Tv,no,Inbound call,2014-07-14,3
ID00003022,Email,Morning,6,4,Tv,no,Inbound call,2014-05-08,4
ID00003022,SMS,Afternoon,6,4,Tv,no,Inbound call,2014-10-08,5
ID00003023,SMS,Evening,6,1,Computer,no,Previous Campaign,2014-09-02,1
ID00003023,SMS,Evening,7,6,Computer,no,Previous Campaign,2014-10-12,2
ID00003023,SMS,Evening,7,6,Computer,no,Previous Campaign,2014-12-17,3
ID00003023,SMS,Morning,4,6,Computer,no,Previous Campaign,2014-12-21,4
ID00003023,SMS,Afternoon,5,6,Computer,no,Previous Campaign,2014-12-22,5
ID00003024,SMS,Morning,5,1,Computer,no,Previous Campaign,2014-02-01,1
ID00003024,SMS,Evening,2,4,Tv,no,Previous Campaign,2014-01-07,2
ID00003024,SMS,Afternoon,1,4,Tv,no,Previous Campaign,2014-07-16,3
ID00003024,SMS,Evening,1,4,Tv,no,Previous Campaign,2014-07-23,4
ID00003024,SMS,Evening,3,4,Tv,no,Previous Campaign,2014-08-26,5
ID00003025,Email,Morning,6,1,Computer,no,Inbound call,2014-02-22,1
ID00003025,SMS,Morning,6,3,Tv,no,Inbound call,2014-05-30,2
ID00003025,Email,Afternoon,5,3,Tv,no,Inbound call,2014-12-06,3
ID00003025,Email,Afternoon,5,3,Tv,no,Inbound call,2014-06-23,4
ID00003025,SMS,Evening,5,3,Tv,no,Inbound call,2014-06-30,5
ID00003026,Email,Evening,1,1,Computer,no,Previous Campaign,2014-09-03,1
ID00003026,SMS,Evening,1,5,Electronic,no,Previous Campaign,2014-10-21,2
ID00003026,Email,Evening,1,5,Electronic,no,Previous Campaign,2014-11-14,3
ID00003026,Email,Afternoon,2,5,Electronic,no,Previous Campaign,2014-11-15,4
ID00003027,SMS,Morning,5,1,Computer,no,SMS,2014-01-18,1
ID00003027,Call,Morning,5,4,Tv,no,SMS,2014-09-07,2
ID00003027,Email,Evening,6,4,Tv,no,SMS,2014-09-22,3
ID00003027,Email,Evening,5,4,Tv,no,SMS,2014-09-24,4
ID00003028,Email,Evening,3,1,Computer,no,Previous Campaign,2014-09-02,1
ID00003028,Call,Morning,1,5,Electronic,no,Previous Campaign,2014-10-14,2
ID00003028,Email,Afternoon,3,5,Electronic,no,Previous Campaign,2014-10-27,3
ID00003028,SMS,Evening,2,5,Electronic,no,Previous Campaign,2014-09-11,4
ID00003029,Email,Morning,6,1,Computer,no,SMS,2014-03-15,1
ID00003029,Call,Evening,7,3,Tv,no,SMS,2014-05-29,2
ID00003029,SMS,Afternoon,6,3,Tv,no,SMS,2014-09-06,3
ID00003029,Email,Morning,1,3,Tv,no,SMS,2014-12-06,4
ID00003029,Call,Morning,2,3,Tv,no,SMS,2014-06-21,5
ID00003030,SMS,Afternoon,2,1,Computer,no,SMS,2014-01-26,1
ID00003030,SMS,Evening,1,5,Electronic,no,SMS,2014-10-10,2
ID00003030,SMS,Afternoon,4,5,Electronic,no,SMS,2014-10-30,3
